species label;genus label;family label;species;genus;family;classid
690;345;96;Laetia procera (Poepp.) Eichler;Laetia;Salicaceae;307230
691;346;96;Ryania speciosa Vahl;Ryania;Salicaceae;307446
692;347;97;Salvinia auriculata Aubl.;Salvinia;Salviniaceae;308130
693;348;98;Phoradendron piperoides (Kunth) Trel.;Phoradendron;Santalaceae;308678
694;349;99;Astrocaryum murumuru Mart.;Astrocaryum;Arecaceae;30924
695;349;99;Astrocaryum paramaca Mart.;Astrocaryum;Arecaceae;30925
696;349;99;Astrocaryum sciophilum (Miq.) Pulle;Astrocaryum;Arecaceae;30929
697;349;99;Astrocaryum vulgare Mart.;Astrocaryum;Arecaceae;30937
698;350;100;Allophylus leucoclados Radlk.;Allophylus;Sapindaceae;309517
699;351;100;Cupania hirsuta Radlk.;Cupania;Sapindaceae;309819
700;351;100;Cupania rubiginosa (Poir.) Radlk.;Cupania;Sapindaceae;309845
701;351;100;Cupania scrobiculata Rich.;Cupania;Sapindaceae;309849
702;352;99;Attalea maripa (Aubl.) Mart.;Attalea;Arecaceae;30986
703;353;100;Dimocarpus longan Lour.;Dimocarpus;Sapindaceae;309983
704;354;99;Bactris acanthocarpoides Barb.Rodr.;Bactris;Arecaceae;31014
705;354;99;Bactris aubletiana Trail;Bactris;Arecaceae;31016
706;354;99;Bactris brongniartii Mart.;Bactris;Arecaceae;31023
707;354;99;Bactris constanciae Barb.Rodr.;Bactris;Arecaceae;31032
708;355;100;Matayba arborescens (Aubl.) Radlk.;Matayba;Sapindaceae;310335
709;355;100;Matayba laevigata Radlk.;Matayba;Sapindaceae;310355
710;355;100;Matayba stenodictya Radlk.;Matayba;Sapindaceae;310373
711;354;99;Bactris gastoniana Barb.Rodr.;Bactris;Arecaceae;31042
712;356;100;Paullinia pinnata L.;Paullinia;Sapindaceae;310554
713;354;99;Bactris maraja Mart.;Bactris;Arecaceae;31061
714;357;100;Pseudima frutescens (Aubl.) Radlk.;Pseudima;Sapindaceae;310653
715;354;99;Bactris oligocarpa Barb.Rodr.;Bactris;Arecaceae;31066
716;354;99;Bactris pliniana Granv. & A.J.Hend.;Bactris;Arecaceae;31071
717;354;99;Bactris rhaphidacantha Wess.Boer;Bactris;Arecaceae;31075
718;358;100;Serjania grandifolia Sagot ex Radlk.;Serjania;Sapindaceae;310768
719;354;99;Bactris simplicifrons Mart.;Bactris;Arecaceae;31082
720;358;100;Serjania paucidentata DC.;Serjania;Sapindaceae;310829
721;359;100;Talisia carinata Radlk.;Talisia;Sapindaceae;310914
722;359;100;Talisia hemidasya Radlk.;Talisia;Sapindaceae;310933
723;360;100;Toulicia guianensis Aubl.;Toulicia;Sapindaceae;311021
724;361;100;Vouarana guianensis Aubl.;Vouarana;Sapindaceae;311053
725;362;101;Chrysophyllum argenteum Jacq.;Chrysophyllum;Sapotaceae;311149
726;362;101;Chrysophyllum cainito L.;Chrysophyllum;Sapotaceae;311160
727;362;101;Chrysophyllum cuneifolium (Rudge) A.DC.;Chrysophyllum;Sapotaceae;311165
728;362;101;Chrysophyllum pomiferum (Eyma) T.D.Penn.;Chrysophyllum;Sapotaceae;311202
729;362;101;Chrysophyllum sanguinolentum (Pierre) Baehni;Chrysophyllum;Sapotaceae;311210
730;362;101;Chrysophyllum venezuelanense (Pierre) T.D.Penn.;Chrysophyllum;Sapotaceae;311223
731;363;101;Ecclinusa guianensis Eyma;Ecclinusa;Sapotaceae;311252
732;363;101;Ecclinusa ramiflora Mart.;Ecclinusa;Sapotaceae;311258
733;364;101;Manilkara bidentata (A.DC.) A.Chev.;Manilkara;Sapotaceae;311462
734;364;101;Manilkara paraensis (Huber) Standl.;Manilkara;Sapotaceae;311513
735;365;101;Micropholis cayennensis T.D.Penn.;Micropholis;Sapotaceae;311546
736;365;101;Micropholis guyanensis (A.DC.) Pierre;Micropholis;Sapotaceae;311557
737;365;101;Micropholis melinoniana Pierre;Micropholis;Sapotaceae;311563
738;365;101;Micropholis obscura T.D.Penn.;Micropholis;Sapotaceae;311565
739;366;101;Pouteria cicatricata T.D.Penn.;Pouteria;Sapotaceae;311974
740;366;101;Pouteria eugeniifolia (Pierre) Baehni;Pouteria;Sapotaceae;312000
741;366;101;Pouteria filipes Eyma;Pouteria;Sapotaceae;312005
742;366;101;Pouteria gongrijpii Eyma;Pouteria;Sapotaceae;312024
743;366;101;Pouteria macrophylla (Lam.) Eyma;Pouteria;Sapotaceae;312054
744;366;101;Pouteria rodriguesiana Pires & T.D.Penn.;Pouteria;Sapotaceae;312118
745;366;101;Pouteria sagotiana (Baill.) Eyma;Pouteria;Sapotaceae;312121
746;366;101;Pouteria speciosa (Ducke) Baehni;Pouteria;Sapotaceae;312135
747;366;101;Pouteria torta (Mart.) Radlk.;Pouteria;Sapotaceae;312150
748;366;101;Pouteria venosa (Mart.) Baehni;Pouteria;Sapotaceae;312158
749;367;101;Pradosia cochlearia (Lecomte) T.D.Penn.;Pradosia;Sapotaceae;312172
750;367;101;Pradosia ptychandra (Eyma) T.D.Penn.;Pradosia;Sapotaceae;312184
751;368;101;Sarcaulus brasiliensis (A.DC.) Eyma;Sarcaulus;Sapotaceae;312237
752;369;102;Schizaea elegans (Vahl) Sw.;Schizaea;Schizaeaceae;313517
753;370;103;Schlegelia violacea Griseb.;Schlegelia;Schlegeliaceae;313568
754;371;104;Selaginella conduplicata Spring;Selaginella;Selaginellaceae;315398
755;371;104;Selaginella parkeri (Hook. & Grev.) Spring;Selaginella;Selaginellaceae;315564
756;371;104;Selaginella producta Baker;Selaginella;Selaginellaceae;315584
757;371;104;Selaginella radiata Baker;Selaginella;Selaginellaceae;315597
758;371;104;Selaginella revoluta Baker;Selaginella;Selaginellaceae;315603
759;371;104;Selaginella sulcata (Desv. ex Poir.) Spring ex Mart.;Selaginella;Selaginellaceae;315651
760;372;105;Picrolemma sprucei Hook.f.;Picrolemma;Simaroubaceae;315771
761;373;105;Simaba polyphylla (Cavalcante) W.W. Thomas;Simaba;Simaroubaceae;315831
762;374;106;Siparuna cristata (Poepp. & Endl.) A.DC.;Siparuna;Siparunaceae;315862
763;374;106;Siparuna cuspidata (Tul.) A.DC.;Siparuna;Siparunaceae;315864
764;374;106;Siparuna decipiens (Tul.) A.DC.;Siparuna;Siparunaceae;315866
765;374;106;Siparuna guianensis Aubl.;Siparuna;Siparunaceae;315877
766;374;106;Siparuna poeppigii (Tul.) A. DC.;Siparuna;Siparunaceae;315899
767;375;107;Smilax siphilitica Humb. & Bonpl. ex Willd.;Smilax;Smilacaceae;316145
768;376;108;Brunfelsia guianensis Benth.;Brunfelsia;Solanaceae;316306
769;377;108;Cestrum latifolium Lam.;Cestrum;Solanaceae;316519
770;378;108;Lycianthes pauciflora (Vahl) Bitter;Lycianthes;Solanaceae;317044
771;379;108;Physalis angulata L.;Physalis;Solanaceae;317444
772;379;108;Physalis pubescens L.;Physalis;Solanaceae;317531
773;380;108;Schwenckia americana L.;Schwenckia;Solanaceae;317643
774;381;108;Solandra longiflora Tussac;Solandra;Solanaceae;317709
775;382;108;Solanum americanum Mill.;Solanum;Solanaceae;317765
776;382;108;Solanum asperum Rich.;Solanum;Solanaceae;317809
777;382;108;Solanum crinitum Lam.;Solanum;Solanaceae;317986
778;382;108;Solanum fulvidum Bitter;Solanum;Solanaceae;318110
779;382;108;Solanum jamaicense Mill.;Solanum;Solanaceae;318253
780;382;108;Solanum leucocarpon Dunal;Solanum;Solanaceae;318313
781;382;108;Solanum rugosum Dunal;Solanum;Solanaceae;318639
782;382;108;Solanum schlechtendalianum Walp.;Solanum;Solanaceae;318675
783;382;108;Solanum stramoniifolium Jacq.;Solanum;Solanaceae;318743
784;382;108;Solanum torvum Sw.;Solanum;Solanaceae;318807
785;382;108;Solanum velutinum Dunal;Solanum;Solanaceae;318869
786;383;109;Discophora guianensis Miers;Discophora;Stemonuraceae;319098
787;384;110;Styrax pallidus A.DC.;Styrax;Styracaceae;319391
788;385;111;Tectaria incisa Cav.;Tectaria;Tectariaceae;320058
789;385;111;Tectaria plantaginea (Jacq.) Maxon;Tectaria;Tectariaceae;320118
790;385;111;Tectaria trifoliata (L.) Cav.;Tectaria;Tectariaceae;320168
791;386;111;Triplophyllum funestum (Kunze) Holttum;Triplophyllum;Tectariaceae;320188
792;387;99;Desmoncus orthacanthos Mart.;Desmoncus;Arecaceae;32035
793;387;99;Desmoncus polyacanthos Mart.;Desmoncus;Arecaceae;32037
794;388;112;Thelypteris abrupta (Desv.) Proctor;Thelypteris;Thelypteridaceae;321160
795;388;112;Thelypteris decussata (L.) Proctor;Thelypteris;Thelypteridaceae;321261
796;388;112;Thelypteris glandulosa (Desv.) Proctor;Thelypteris;Thelypteridaceae;321303
797;388;112;Thelypteris serrata (Cav.) Alston;Thelypteris;Thelypteridaceae;321529
798;389;99;Euterpe oleracea Mart.;Euterpe;Arecaceae;32248
799;390;99;Geonoma baculifera (Poit.) Kunth;Geonoma;Arecaceae;32258
800;390;99;Geonoma deversa (Poit.) Kunth;Geonoma;Arecaceae;32272
801;391;113;Ampelocera edentula Kuhlm.;Ampelocera;Ulmaceae;322921
802;390;99;Geonoma maxima (Poit.) Kunth;Geonoma;Arecaceae;32293
803;392;114;Cecropia sciadophylla Mart.;Cecropia;Urticaceae;323153
804;390;99;Geonoma stricta (Poit.) Kunth;Geonoma;Arecaceae;32316
805;393;114;Coussapoa angustifolia Aubl.;Coussapoa;Urticaceae;323166
806;393;114;Coussapoa latifolia Aubl.;Coussapoa;Urticaceae;323189
807;394;114;Pilea imparifolia Wedd.;Pilea;Urticaceae;324133
808;395;99;Hyospathe elegans Mart.;Hyospathe;Arecaceae;32433
809;396;114;Pourouma bicolor Mart.;Pourouma;Urticaceae;324330
810;396;114;Pourouma guianensis Aubl.;Pourouma;Urticaceae;324340
811;396;114;Pourouma minor Benoist;Pourouma;Urticaceae;324344
812;396;114;Pourouma saulensis C.C. Berg & Kooy;Pourouma;Urticaceae;324353
813;396;114;Pourouma velutina Mart. ex Miq.;Pourouma;Urticaceae;324356
814;397;115;Duranta erecta L.;Duranta;Verbenaceae;325055
815;398;115;Lantana camara L.;Lantana;Verbenaceae;325220
816;399;115;Petrea bracteata Steud.;Petrea;Verbenaceae;325552
817;399;115;Petrea volubilis L.;Petrea;Verbenaceae;325562
818;400;115;Priva lappulacea (L.) Pers.;Priva;Verbenaceae;325605
819;401;115;Stachytarpheta cayennensis (Rich.) Vahl;Stachytarpheta;Verbenaceae;325648
820;401;115;Stachytarpheta jamaicensis (L.) Vahl;Stachytarpheta;Verbenaceae;325681
821;402;116;Paypayrola hulkiana Pulle;Paypayrola;Violaceae;326051
822;403;116;Rinorea amapensis Hekking;Rinorea;Violaceae;326060
823;403;116;Rinorea flavescens (Aubl.) Kuntze;Rinorea;Violaceae;326108
824;403;116;Rinorea guianensis Aubl.;Rinorea;Violaceae;326115
825;403;116;Rinorea pubiflora (Benth.) Sprague & Sandwith;Rinorea;Violaceae;326175
826;404;99;Mauritia flexuosa L.f.;Mauritia;Arecaceae;32768
827;405;117;Vochysia guianensis Aubl.;Vochysia;Vochysiaceae;327875
828;406;118;Alpinia galanga (L.) Willd.;Alpinia;Zingiberaceae;330070
829;407;118;Curcuma longa L.;Curcuma;Zingiberaceae;330590
830;408;118;Etlingera elatior (Jack) R.M.Sm.;Etlingera;Zingiberaceae;330705
831;409;118;Renealmia floribunda K.Schum.;Renealmia;Zingiberaceae;331212
832;409;118;Renealmia orinocensis Rusby;Renealmia;Zingiberaceae;331234
833;410;99;Socratea exorrhiza (Mart.) H.Wendl.;Socratea;Arecaceae;33309
834;411;99;Syagrus inajai (Spruce) Becc.;Syagrus;Arecaceae;33348
835;412;119;Aristolochia iquitensis O.C.Schmidt;Aristolochia;Aristolochiaceae;33693
836;413;58;Ruellia rubra Aubl.;Ruellia;Acanthaceae;3454
837;413;58;Ruellia tuberosa L.;Ruellia;Acanthaceae;3491
838;414;120;Asplenium abscissum Willd.;Asplenium;Aspleniaceae;37194
839;415;58;Asystasia gangetica (L.) T.Anderson;Asystasia;Acanthaceae;373
840;414;120;Asplenium hostmannii Hieron.;Asplenium;Aspleniaceae;37371
841;414;120;Asplenium juglandifolium Lam.;Asplenium;Aspleniaceae;37382
842;414;120;Asplenium rutaceum (Willd.) Mett.;Asplenium;Aspleniaceae;37525
843;414;120;Asplenium serratum L.;Asplenium;Aspleniaceae;37545
844;416;121;Diplazium cristatum (Desr.) Alston;Diplazium;Athyriaceae;38247
845;416;121;Diplazium expansum Willd.;Diplazium;Athyriaceae;38260
846;416;121;Diplazium grandifolium (Sw.) Sw.;Diplazium;Athyriaceae;38272
847;417;122;Helosis cayennensis (Sw.) Spreng.;Helosis;Balanophoraceae;38515
848;418;123;Begonia glabra Aubl.;Begonia;Begoniaceae;39604
849;419;124;Adenocalymma moringifolium (DC.) L.G.Lohmann;Adenocalymma;Bignoniaceae;41751
850;419;124;Adenocalymma neoflavidum L.G.Lohmann;Adenocalymma;Bignoniaceae;41752
851;419;124;Adenocalymma racemosum (A.H.Gentry) L.G.Lohmann;Adenocalymma;Bignoniaceae;41764
852;420;124;Amphilophium elongatum (Vahl) L.G.Lohmann;Amphilophium;Bignoniaceae;41801
853;420;124;Amphilophium magnoliifolium (Kunth) L.G.Lohmann;Amphilophium;Bignoniaceae;41810
854;421;124;Bignonia aequinoctialis L.;Bignonia;Bignoniaceae;41913
855;421;124;Bignonia corymbosa (Vent.) L.G.Lohmann;Bignonia;Bignoniaceae;41921
856;422;124;Callichlamys latifolia (Rich.) K. Schum.;Callichlamys;Bignoniaceae;41941
857;423;124;Crescentia cujete L.;Crescentia;Bignoniaceae;41992
858;424;124;Cuspidaria inaequalis (DC. ex Splitg.) L.G.Lohmann;Cuspidaria;Bignoniaceae;42003
859;425;124;Dolichandra unguis-cati (L.) L.G.Lohmann;Dolichandra;Bignoniaceae;42046
860;426;124;Fridericia candicans (Rich.) L.G.Lohmann;Fridericia;Bignoniaceae;42087
861;426;124;Fridericia oligantha (Bureau & K.Schum.) L.G.Lohmann;Fridericia;Bignoniaceae;42122
862;427;124;Handroanthus serratifolius (Vahl) S.O.Grose;Handroanthus;Bignoniaceae;42180
863;428;124;Jacaranda copaia (Aubl.) D.Don;Jacaranda;Bignoniaceae;42220
864;429;124;Kigelia africana (Lam.) Benth.;Kigelia;Bignoniaceae;42258
865;430;124;Lundia corymbifera (Vahl) Sandwith;Lundia;Bignoniaceae;42264
866;431;124;Mansoa alliacea (Lam.) A.H.Gentry;Mansoa;Bignoniaceae;42278
867;431;124;Mansoa standleyi (Steyerm.) A.H.Gentry;Mansoa;Bignoniaceae;42289
868;432;124;Tabebuia insignis (Miq.) Sandwith;Tabebuia;Bignoniaceae;42532
869;433;124;Tanaecium pyramidatum (Rich.) L.G.Lohmann;Tanaecium;Bignoniaceae;42586
870;434;124;Tecoma capensis (Thunb.) Lindl.;Tecoma;Bignoniaceae;42594
871;435;125;Bixa orellana L.;Bixa;Bixaceae;42649
872;436;125;Cochlospermum orinocense (Kunth) Steud.;Cochlospermum;Bixaceae;42658
873;437;126;Blechnum serrulatum Rich.;Blechnum;Blechnaceae;42799
874;438;127;Lindackeria paludosa (Benth.) Gilg;Lindackeria;Achariaceae;4283
875;439;127;Mayna odorata Aubl.;Mayna;Achariaceae;4291
876;440;128;Cordia nodosa Lam.;Cordia;Boraginaceae;43548
877;441;129;Aechmea aquilega (Salisb.) Griseb.;Aechmea;Bromeliaceae;50269
878;441;129;Aechmea mertensii (G.Mey.) Schult. & Schult.f.;Aechmea;Bromeliaceae;50420
879;442;129;Araeococcus micranthus Brongn.;Araeococcus;Bromeliaceae;50551
880;443;129;Billbergia violacea Beer;Billbergia;Bromeliaceae;50622
881;444;129;Guzmania lingulata (L.) Mez;Guzmania;Bromeliaceae;51237
882;445;129;Tillandsia bulbosa Hook.;Tillandsia;Bromeliaceae;52657
883;445;129;Tillandsia monadelpha (E.Morren) Baker;Tillandsia;Bromeliaceae;52973
884;446;130;Burmannia bicolor Mart.;Burmannia;Burmanniaceae;53804
885;447;131;Protium apiculatum Swart;Protium;Burseraceae;54503
886;447;131;Protium decandrum (Aubl.) Marchand;Protium;Burseraceae;54525
887;447;131;Protium heptaphyllum (Aubl.) Marchand;Protium;Burseraceae;54543
888;447;131;Protium opacum Swart;Protium;Burseraceae;54566
889;447;131;Protium polybotryum (Turcz.) Engl.;Protium;Burseraceae;54580
890;447;131;Protium sagotianum Marchand;Protium;Burseraceae;54590
891;447;131;Protium subserratum (Engl.) Engl.;Protium;Burseraceae;54594
892;447;131;Protium tenuifolium (Engl.) Engl.;Protium;Burseraceae;54595
893;447;131;Protium trifoliolatum Engl.;Protium;Burseraceae;54597
894;448;131;Tetragastris altissima (Aubl.) Swart;Tetragastris;Burseraceae;54608
895;448;131;Tetragastris panamensis (Engl.) Kuntze;Tetragastris;Burseraceae;54615
896;449;132;Cabomba aquatica Aubl.;Cabomba;Cabombaceae;54777
897;450;133;Epiphyllum phyllanthus (L.) Haw.;Epiphyllum;Cactaceae;55477
898;451;133;Rhipsalis baccifera (J.S.Muell.) Stearn;Rhipsalis;Cactaceae;56868
899;452;134;Caraipa densifolia Mart.;Caraipa;Calophyllaceae;57485
900;453;134;Mahurea palustris Aubl.;Mahurea;Calophyllaceae;57572
901;454;134;Mammea americana L.;Mammea;Calophyllaceae;57575
902;455;135;Centropogon cornutus (L.) Druce;Centropogon;Campanulaceae;58398
903;456;136;Cinnamodendron tenuifolium Uittien;Cinnamodendron;Canellaceae;60188
904;457;137;Trema micrantha (L.) Blume;Trema;Cannabaceae;60309
905;458;138;Canna indica L.;Canna;Cannaceae;60320
906;459;139;Crateva tapia L.;Crateva;Capparaceae;60646
907;460;139;Cynophalla polyantha (Triana & Planch.) Cornejo & Iltis;Cynophalla;Capparaceae;60659
908;461;140;Dendrobangia boliviana Rusby;Dendrobangia;Cardiopteridaceae;61750
909;462;141;Carica papaya L.;Carica;Caricaceae;61792
910;463;142;Caryocar glabrum (Aubl.) Pers.;Caryocar;Caryocaraceae;61859
911;463;142;Caryocar microcarpum Ducke;Caryocar;Caryocaraceae;61862
912;463;142;Caryocar nuciferum L.;Caryocar;Caryocaraceae;61864
913;463;142;Caryocar villosum (Aubl.) Pers.;Caryocar;Caryocaraceae;61866
914;464;58;Barleria repens Nees;Barleria;Acanthaceae;620
915;465;143;Cheiloclinium cognatum (Miers) A.C.Sm.;Cheiloclinium;Celastraceae;64672
916;466;143;Maytenus oblongata Reissek;Maytenus;Celastraceae;65211
917;467;144;Acioa guianensis Aubl.;Acioa;Chrysobalanaceae;65910
918;468;144;Chrysobalanus icaco L.;Chrysobalanus;Chrysobalanaceae;65928
919;469;144;Couepia bracteosa Benth.;Couepia;Chrysobalanaceae;65935
920;469;144;Couepia caryophylloides Benoist;Couepia;Chrysobalanaceae;65939
921;469;144;Couepia excelsa Ducke;Couepia;Chrysobalanaceae;65949
922;469;144;Couepia guianensis Aubl.;Couepia;Chrysobalanaceae;65955
923;469;144;Couepia joaquinae Prance;Couepia;Chrysobalanaceae;65960
924;469;144;Couepia parillo DC.;Couepia;Chrysobalanaceae;65979
925;470;144;Exellodendron barbatum (Ducke) Prance;Exellodendron;Chrysobalanaceae;66033
926;471;144;Hirtella bicornis Mart. & Zucc.;Hirtella;Chrysobalanaceae;66056
927;471;144;Hirtella davisii Sandwith;Hirtella;Chrysobalanaceae;66070
928;471;144;Hirtella glandulosa Spreng.;Hirtella;Chrysobalanaceae;66083
929;471;144;Hirtella hispidula Miq.;Hirtella;Chrysobalanaceae;66090
930;471;144;Hirtella margae Prance;Hirtella;Chrysobalanaceae;66108
931;471;144;Hirtella paniculata Sw.;Hirtella;Chrysobalanaceae;66115
932;471;144;Hirtella physophora Mart. & Zucc.;Hirtella;Chrysobalanaceae;66121
933;471;144;Hirtella racemosa Lam.;Hirtella;Chrysobalanaceae;66126
934;471;144;Hirtella tenuifolia Prance;Hirtella;Chrysobalanaceae;66143
935;472;144;Licania alba (Bernoulli) Cuatrec.;Licania;Chrysobalanaceae;66171
936;472;144;Licania amapaensis Prance;Licania;Chrysobalanaceae;66173
937;472;144;Licania canescens Benoist;Licania;Chrysobalanaceae;66197
938;472;144;Licania granvillei Prance;Licania;Chrysobalanaceae;66251
939;472;144;Licania guianensis (Aubl.) Griseb.;Licania;Chrysobalanaceae;66253
940;472;144;Licania heteromorpha Benth.;Licania;Chrysobalanaceae;66257
941;472;144;Licania kunthiana Hook.f.;Licania;Chrysobalanaceae;66277
942;472;144;Licania latistipula Prance;Licania;Chrysobalanaceae;66284
943;472;144;Licania leptostachya Benth.;Licania;Chrysobalanaceae;66286
944;472;144;Licania majuscula Sagot;Licania;Chrysobalanaceae;66297
945;472;144;Licania membranacea Sagot ex Laness.;Licania;Chrysobalanaceae;66303
946;472;144;Licania micrantha Miq.;Licania;Chrysobalanaceae;66306
947;472;144;Licania minutiflora (Sagot) Fritsch;Licania;Chrysobalanaceae;66310
948;473;144;Parinari campestris Aubl.;Parinari;Chrysobalanaceae;66426
949;473;144;Parinari excelsa Sabine;Parinari;Chrysobalanaceae;66436
950;474;145;Cleome rutidosperma DC.;Cleome;Cleomaceae;66853
951;475;146;Calophyllum brasiliense Cambess.;Calophyllum;Clusiaceae;67084
952;476;146;Clusia flavida (Benth.) Pipoly;Clusia;Clusiaceae;67371
953;476;146;Clusia fockeana Miq.;Clusia;Clusiaceae;67374
954;476;146;Clusia grandiflora Splitg.;Clusia;Clusiaceae;67386
955;476;146;Clusia nemorosa G.Mey.;Clusia;Clusiaceae;67457
956;476;146;Clusia panapanari (Aubl.) Choisy;Clusia;Clusiaceae;67482
957;476;146;Clusia purpurea (Splitg.) Engl.;Clusia;Clusiaceae;67517
958;476;146;Clusia scrobiculata Benoist;Clusia;Clusiaceae;67539
959;477;146;Garcinia benthamiana (Planch. & Triana) Pipoly;Garcinia;Clusiaceae;67619
960;477;146;Garcinia macrophylla Mart.;Garcinia;Clusiaceae;67784
961;477;146;Garcinia madruno (Kunth) Hammel;Garcinia;Clusiaceae;67786
962;478;146;Moronobea coccinea Aubl.;Moronobea;Clusiaceae;67990
963;479;146;Platonia insignis Mart.;Platonia;Clusiaceae;68010
964;480;146;Symphonia globulifera L.f.;Symphonia;Clusiaceae;68035
965;481;146;Tovomita longifolia (Rich.) Hochr.;Tovomita;Clusiaceae;68084
966;481;146;Tovomita schomburgkii Planch. & Triana;Tovomita;Clusiaceae;68097
967;481;146;Tovomita umbellata Benth.;Tovomita;Clusiaceae;68104
968;482;147;Sesuvium portulacastrum (L.) L.;Sesuvium;Aizoaceae;6834
969;483;148;Combretum indicum (L.) DeFilipps;Combretum;Combretaceae;68607
970;483;148;Combretum rotundifolium Rich.;Combretum;Combretaceae;68717
971;484;148;Conocarpus erectus L.;Conocarpus;Combretaceae;68769
972;485;148;Terminalia amazonia (J.F.Gmel.) Exell;Terminalia;Combretaceae;68821
973;486;149;Commelina erecta L.;Commelina;Commelinaceae;69125
974;486;149;Commelina rufipes Seub.;Commelina;Commelinaceae;69226
975;487;149;Dichorisandra hexandra (Aubl.) Standl.;Dichorisandra;Commelinaceae;69344
976;488;149;Floscopa peruviana Hassk. ex C.B.Clarke;Floscopa;Commelinaceae;69391
977;489;0;Ayapana amygdalina (Lam.) R.M.King & H.Rob.;Ayapana;Compositae;72999
978;490;0;Bidens cynapiifolia Kunth;Bidens;Compositae;73884
979;491;0;Centratherum punctatum Cass.;Centratherum;Compositae;76188
980;492;150;Alternanthera brasiliana (L.) Kuntze;Alternanthera;Amaranthaceae;7660
981;493;0;Chromolaena odorata (L.) R.M.King & H.Rob.;Chromolaena;Compositae;76694
982;494;0;Clibadium surinamense L.;Clibadium;Compositae;77596
983;492;150;Alternanthera sessilis (L.) R.Br. ex DC.;Alternanthera;Amaranthaceae;7767
984;495;0;Cyanthillium cinereum (L.) H.Rob.;Cyanthillium;Compositae;79435
985;496;0;Eclipta prostrata (L.) L.;Eclipta;Compositae;80596
986;497;0;Elephantopus mollis Kunth;Elephantopus;Compositae;80672
987;498;0;Emilia fosbergii Nicolson;Emilia;Compositae;80735
988;499;0;Erechtites hieraciifolius (L.) Raf. ex DC.;Erechtites;Compositae;80894
989;500;150;Cyathula prostrata (L.) Blume;Cyathula;Amaranthaceae;8656
990;501;0;Ichthyothere terminalis (Spreng.) S.F.Blake;Ichthyothere;Compositae;87237
991;502;0;Mikania micrantha Kunth;Mikania;Compositae;90626
992;503;0;Piptocarpha triflora (Aubl.) Benn. ex Baker;Piptocarpha;Compositae;93740
993;504;0;Rolandra fruticosa (L.) Kuntze;Rolandra;Compositae;95163
994;505;0;Sphagneticola trilobata (L.) Pruski;Sphagneticola;Compositae;98464
995;506;0;Struchium sparganophorum (L.) Kuntze;Struchium;Compositae;99040
996;507;0;Synedrella nodiflora (L.) Gaertn.;Synedrella;Compositae;99232
